country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","13-12-2025 20:00:00",28.39072,77.30059,NH3,11,12,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","13-12-2025 20:00:00",28.39072,77.30059,SO2,8,8,8
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","13-12-2025 20:00:00",28.376058,77.315741,NH3,9,10,10
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","13-12-2025 20:00:00",28.376058,77.315741,OZONE,15,16,15
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","13-12-2025 20:00:00",28.4417,77.3217,PM10,64,137,103
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","13-12-2025 20:00:00",29.695300,77.002700,OZONE,36,36,36
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","13-12-2025 20:00:00",28.360699,76.936090,PM2.5,183,479,372
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","13-12-2025 20:00:00",28.360699,76.936090,OZONE,6,33,18
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","13-12-2025 20:00:00",28.060249,76.113115,NO2,51,102,75
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","13-12-2025 20:00:00",28.1485564,77.3320667,PM2.5,100,303,206
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","13-12-2025 20:00:00",28.1485564,77.3320667,NO2,23,24,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","13-12-2025 20:00:00",28.1485564,77.3320667,CO,19,63,46
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","13-12-2025 20:00:00",28.206800,76.799700,PM10,239,500,364
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","13-12-2025 20:00:00",29.432304,76.972765,NO2,31,32,31
India,Haryana,Jind,"Police Lines, Jind - HSPCB","13-12-2025 20:00:00",29.307814,76.337619,NH3,1,3,2
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","13-12-2025 20:00:00",12.938539,77.590100,NO2,15,90,33
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","13-12-2025 20:00:00",12.938539,77.590100,CO,12,62,24
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","13-12-2025 20:00:00",12.920984,77.584908,CO,8,88,45
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","13-12-2025 20:00:00",12.920984,77.584908,OZONE,1,72,24
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","13-12-2025 20:00:00",12.7816279,77.6299145,NH3,4,4,4
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","13-12-2025 20:00:00",13.003872,77.664217,PM2.5,86,87,87
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","13-12-2025 20:00:00",13.003872,77.664217,NO2,31,33,32
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","13-12-2025 20:00:00",13.003872,77.664217,CO,28,56,42
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","13-12-2025 20:00:00",13.0270199,77.494094,NO2,20,27,24
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","13-12-2025 20:00:00",23.210494,77.425409,NO2,28,109,58
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","13-12-2025 20:00:00",23.233584,77.400574,NO2,41,113,79
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","13-12-2025 20:00:00",23.81748678,79.446246,SO2,4,11,7
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","13-12-2025 20:00:00",26.203442,78.193251,CO,24,131,60
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","13-12-2025 20:00:00",16.7602,77.1428,PM10,47,147,74
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","13-12-2025 20:00:00",11.875000,75.373200,CO,17,20,18
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","13-12-2025 20:00:00",8.563700,76.886500,NO2,6,7,6
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","13-12-2025 20:00:00",8.563700,76.886500,NH3,1,1,1
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","13-12-2025 20:00:00",12.917348,77.622813,NO2,15,31,20
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","13-12-2025 20:00:00",13.328028,75.797056,NO2,19,26,24
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","13-12-2025 20:00:00",15.3714823,75.1160168,NH3,2,2,2
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","13-12-2025 20:00:00",15.3714823,75.1160168,CO,20,35,26
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","13-12-2025 20:00:00",23.707909,86.414670,SO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","13-12-2025 20:00:00",15.888653,74.541751,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","13-12-2025 20:00:00",12.9135218,77.5950804,PM2.5,70,136,98
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","13-12-2025 20:00:00",12.9135218,77.5950804,PM10,80,82,81
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","13-12-2025 20:00:00",12.9352049,77.6814488,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","13-12-2025 20:00:00",12.9352049,77.6814488,NH3,1,1,1
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","13-12-2025 20:00:00",12.9352049,77.6814488,OZONE,12,80,52
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","13-12-2025 20:00:00",13.029152,77.585901,SO2,3,8,6
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","13-12-2025 20:00:00",13.029152,77.585901,OZONE,7,16,12
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","13-12-2025 20:00:00",12.921418,77.502466,CO,25,52,34
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","13-12-2025 20:00:00",12.921418,77.502466,OZONE,16,16,16
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","13-12-2025 20:00:00",12.21041,76.37376,PM10,66,215,96
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","13-12-2025 20:00:00",23.707909,86.414670,PM2.5,NA,NA,NA
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","13-12-2025 20:00:00",20.9402359,77.7895248,PM10,55,144,96
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","13-12-2025 20:00:00",20.9402359,77.7895248,NH3,4,4,4
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","13-12-2025 20:00:00",20.9402359,77.7895248,OZONE,2,83,55
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","13-12-2025 20:00:00",20.939198,77.765701,PM10,39,187,82
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","13-12-2025 20:00:00",20.939198,77.765701,NO2,8,114,41
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","13-12-2025 20:00:00",19.875620,75.387310,PM10,57,308,137
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","13-12-2025 20:00:00",19.875620,75.387310,CO,8,28,10
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","13-12-2025 20:00:00",19.875620,75.387310,OZONE,21,82,61
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","13-12-2025 20:00:00",22.624758,75.675238,CO,26,72,37
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","13-12-2025 20:00:00",23.331731,75.045981,PM2.5,19,191,90
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","13-12-2025 20:00:00",23.838586,78.759431,PM2.5,39,107,57
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","13-12-2025 20:00:00",23.838586,78.759431,NO2,6,53,18
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","13-12-2025 20:00:00",23.8640158,78.80289321,SO2,5,11,7
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","13-12-2025 20:00:00",22.6780,75.8559,NO2,9,22,12
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","13-12-2025 20:00:00",22.6780,75.8559,SO2,25,33,29
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","13-12-2025 20:00:00",22.6780,75.8559,CO,24,58,26
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","13-12-2025 20:00:00",23.163174,79.973061,NO2,19,22,20
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","13-12-2025 20:00:00",23.163174,79.973061,NH3,1,2,1
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","13-12-2025 20:00:00",23.142888,79.916147,NH3,7,10,8
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","13-12-2025 20:00:00",24.58434363,80.8549414,SO2,18,20,19
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","13-12-2025 20:00:00",24.108970,82.645580,NO2,75,124,98
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","13-12-2025 20:00:00",24.108970,82.645580,NH3,14,23,17
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","13-12-2025 20:00:00",19.10122,74.73339,OZONE,2,85,42
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","13-12-2025 20:00:00",19.0243902,73.0406721,CO,20,66,29
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","13-12-2025 20:00:00",19.786089,72.757971,CO,24,80,24
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","13-12-2025 20:00:00",19.962900,79.298714,PM10,69,318,165
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","13-12-2025 20:00:00",19.962900,79.298714,NO2,29,34,32
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","13-12-2025 20:00:00",19.8389439,75.244448,CO,2,117,25
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","13-12-2025 20:00:00",19.16485,73.23409,CO,23,102,55
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","13-12-2025 20:00:00",19.0243902,73.0406721,PM2.5,19,59,40
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","13-12-2025 20:00:00",26.200388,78.147714,OZONE,22,68,56
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","13-12-2025 20:00:00",22.4310,75.5213,NO2,63,170,124
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","13-12-2025 20:00:00",22.7524,75.8872,PM10,NA,NA,NA
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","13-12-2025 20:00:00",23.168606,79.932247,NH3,1,2,2
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","13-12-2025 20:00:00",24.2613009,80.7231783,PM10,43,100,66
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","13-12-2025 20:00:00",24.2613009,80.7231783,SO2,17,17,17
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","13-12-2025 20:00:00",19.9775302,79.2337086,SO2,8,9,9
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","13-12-2025 20:00:00",19.0863,72.8888,PM10,75,168,119
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","13-12-2025 20:00:00",19.19709,72.82204,PM2.5,31,143,83
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","13-12-2025 20:00:00",19.19709,72.82204,PM10,99,194,148
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","13-12-2025 20:00:00",19.19709,72.82204,SO2,1,18,8
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","13-12-2025 20:00:00",19.19709,72.82204,OZONE,3,84,55
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","13-12-2025 20:00:00",18.96702,72.84214,SO2,9,22,15
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","13-12-2025 20:00:00",18.96702,72.84214,CO,3,82,32
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","13-12-2025 20:00:00",19.1878657,72.8304069,NH3,1,9,4
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","13-12-2025 20:00:00",19.1878657,72.8304069,CO,18,113,24
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","13-12-2025 20:00:00",19.11074,72.86084,SO2,1,28,14
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","13-12-2025 20:00:00",19.11074,72.86084,CO,8,102,42
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","13-12-2025 20:00:00",19.0364585,72.8954371,NO2,33,136,89
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","13-12-2025 20:00:00",19.0364585,72.8954371,NH3,1,17,5
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","13-12-2025 20:00:00",19.04946,72.9230,NH3,8,14,12
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","13-12-2025 20:00:00",19.083694,72.920967,CO,10,34,22
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","13-12-2025 20:00:00",19.854616,75.905894,CO,26,33,29
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","13-12-2025 20:00:00",19.25292,73.142019,PM2.5,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","13-12-2025 20:00:00",19.25292,73.142019,OZONE,NA,NA,NA
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","13-12-2025 20:00:00",16.6870449,74.2505872,CO,22,78,26
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","13-12-2025 20:00:00",16.7143745,74.2426398,PM2.5,43,132,76
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","13-12-2025 20:00:00",16.7143745,74.2426398,NO2,17,58,32
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","13-12-2025 20:00:00",16.7143745,74.2426398,SO2,2,11,5
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","13-12-2025 20:00:00",18.39963,76.57452,NO2,19,129,50
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","13-12-2025 20:00:00",18.39963,76.57452,SO2,4,17,9
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","13-12-2025 20:00:00",18.1023399,73.4783687,CO,38,61,53
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","13-12-2025 20:00:00",19.065931,72.862131,SO2,5,17,9
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","13-12-2025 20:00:00",18.9767,72.8380,PM10,89,174,146
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","13-12-2025 20:00:00",18.9767,72.8380,NH3,14,51,29
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","13-12-2025 20:00:00",19.11074,72.86084,PM10,83,126,105
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","13-12-2025 20:00:00",18.897756,72.813320,CO,25,71,49
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","13-12-2025 20:00:00",19.000084,72.856730,NO2,1,17,5
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","13-12-2025 20:00:00",19.000084,72.856730,NH3,10,39,26
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","13-12-2025 20:00:00",19.060498,72.923356,NH3,3,11,5
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","13-12-2025 20:00:00",19.060498,72.923356,SO2,1,22,9
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","13-12-2025 20:00:00",19.0632143,72.8456324,NO2,2,72,37
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","13-12-2025 20:00:00",19.0632143,72.8456324,NH3,13,23,18
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","13-12-2025 20:00:00",19.0632143,72.8456324,SO2,3,4,4
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","13-12-2025 20:00:00",19.0632143,72.8456324,CO,8,51,14
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","13-12-2025 20:00:00",19.296481,72.840923,NO2,23,79,49
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","13-12-2025 20:00:00",19.296481,72.840923,CO,24,56,33
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","13-12-2025 20:00:00",21.001264,75.565602,SO2,7,18,11
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","13-12-2025 20:00:00",18.547056,73.826908,SO2,2,8,4
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","13-12-2025 20:00:00",18.664282,73.763966,NO2,39,181,116
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","13-12-2025 20:00:00",18.664282,73.763966,CO,38,118,57
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","13-12-2025 20:00:00",18.664282,73.763966,OZONE,7,77,56
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","13-12-2025 20:00:00"," 16.5038",74.3623,NH3,2,5,4
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","13-12-2025 20:00:00"," 16.5038",74.3623,CO,30,62,40
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","13-12-2025 20:00:00",17.6336264,75.9132495,PM2.5,40,84,65
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","13-12-2025 20:00:00",17.6336264,75.9132495,CO,12,102,40
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","13-12-2025 20:00:00",19.9591346,73.7788008,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.090337,73.014232,PM10,85,200,156
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.090337,73.014232,NH3,3,14,8
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.1135051,73.008978,PM10,110,185,136
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.008751,73.016620,NH3,4,5,4
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.0575752,73.0151367,PM2.5,68,310,168
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","13-12-2025 20:00:00",17.65439,75.90649,PM10,61,246,117
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","13-12-2025 20:00:00",17.65439,75.90649,NH3,2,22,10
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","13-12-2025 20:00:00",17.65439,75.90649,SO2,2,36,13
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","13-12-2025 20:00:00",19.26777,72.97182,NH3,2,19,6
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","13-12-2025 20:00:00",19.222279,72.957979,CO,12,47,22
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","13-12-2025 20:00:00",19.235581,73.159121,PM10,97,237,155
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","13-12-2025 20:00:00",18.501793,73.927532,CO,20,58,47
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","13-12-2025 20:00:00",18.454450,73.854155,SO2,3,5,4
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","13-12-2025 20:00:00",18.573040,73.927715,NO2,18,28,21
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","13-12-2025 20:00:00",18.573040,73.927715,OZONE,15,135,81
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","13-12-2025 20:00:00",18.536457,73.805454,NO2,16,82,36
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.0630,73.1209,PM2.5,48,209,113
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","13-12-2025 20:00:00",19.0630,73.1209,NH3,6,11,9
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","13-12-2025 20:00:00",19.265594,76.761463,PM10,67,453,144
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","13-12-2025 20:00:00",19.265594,76.761463,NO2,23,86,45
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","13-12-2025 20:00:00",19.265594,76.761463,OZONE,10,10,10
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","13-12-2025 20:00:00",19.047000,72.874600,NO2,3,4,3
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","13-12-2025 20:00:00",18.9936162,72.8128113,PM2.5,66,81,75
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","13-12-2025 20:00:00",18.9936162,72.8128113,PM10,74,117,103
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","13-12-2025 20:00:00",18.9936162,72.8128113,CO,4,23,13
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","13-12-2025 20:00:00",21.14472,79.107595,PM10,86,225,134
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","13-12-2025 20:00:00",21.152875,79.0517531,PM2.5,28,300,125
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","13-12-2025 20:00:00",21.152875,79.0517531,NO2,28,76,47
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","13-12-2025 20:00:00",21.143383,79.048912,CO,12,101,21
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","13-12-2025 20:00:00",19.173852,77.296291,SO2,1,2,1
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","13-12-2025 20:00:00",20.021503,73.813844,NO2,5,49,20
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","13-12-2025 20:00:00",20.021503,73.813844,OZONE,3,77,55
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","13-12-2025 20:00:00",19.950220,73.731480,PM2.5,30,199,118
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","13-12-2025 20:00:00",19.950220,73.731480,PM10,84,217,109
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","13-12-2025 20:00:00",19.950220,73.731480,NO2,30,93,50
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","13-12-2025 20:00:00",18.614767,73.799516,CO,2,147,30
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","13-12-2025 20:00:00",18.614767,73.799516,OZONE,2,64,45
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","13-12-2025 20:00:00",20.240790,85.836784,NH3,5,8,6
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","13-12-2025 20:00:00",20.34652,85.81630,SO2,3,46,18
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","13-12-2025 20:00:00",20.34652,85.81630,CO,7,144,112
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","13-12-2025 20:00:00",22.06156703,85.47409613,PM2.5,177,397,274
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","13-12-2025 20:00:00",22.06156703,85.47409613,NH3,4,4,4
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","13-12-2025 20:00:00",22.06156703,85.47409613,CO,26,61,53
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","13-12-2025 20:00:00",21.8004996,83.8396977,PM2.5,42,254,77
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","13-12-2025 20:00:00",21.8004996,83.8396977,CO,5,32,27
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","13-12-2025 20:00:00",21.8004996,83.8396977,OZONE,25,28,26
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","13-12-2025 20:00:00",25.5803419,91.8942571,PM2.5,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","13-12-2025 20:00:00",25.5803419,91.8942571,PM10,NA,NA,NA
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","13-12-2025 20:00:00",25.5586,91.8985,SO2,6,25,11
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","13-12-2025 20:00:00",25.5586,91.8985,OZONE,8,27,11
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","13-12-2025 20:00:00",23.7176342,92.7192841,CO,3,3,3
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","13-12-2025 20:00:00",25.6635413,94.0989878,PM2.5,1,72,32
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","13-12-2025 20:00:00",20.832874,85.104082,PM2.5,90,324,186
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","13-12-2025 20:00:00",11.9309,79.8027,PM10,48,106,80
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","13-12-2025 20:00:00",31.620000,74.876512,PM2.5,224,475,315
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","13-12-2025 20:00:00",31.620000,74.876512,PM10,147,450,217
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","13-12-2025 20:00:00",31.620000,74.876512,NH3,5,6,6
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","13-12-2025 20:00:00",31.620000,74.876512,SO2,15,32,21
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","13-12-2025 20:00:00",31.620000,74.876512,CO,32,64,40
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","13-12-2025 20:00:00",31.620000,74.876512,OZONE,30,44,36
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","13-12-2025 20:00:00",30.233011,74.907758,PM2.5,34,223,138
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","13-12-2025 20:00:00",22.24500000,84.88111111,PM10,65,120,88
