country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","13-12-2025 20:00:00",16.9872867,81.7363176,PM10,86,208,125
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","13-12-2025 20:00:00",16.9872867,81.7363176,NO2,16,114,45
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","13-12-2025 20:00:00",16.9872867,81.7363176,SO2,3,35,18
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","13-12-2025 20:00:00",16.9872867,81.7363176,CO,22,80,34
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","13-12-2025 20:00:00",13.615387,79.409230,NO2,13,17,15
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","13-12-2025 20:00:00",13.615387,79.409230,OZONE,16,17,16
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","13-12-2025 20:00:00",16.536107,80.594233,OZONE,18,38,30
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","13-12-2025 20:00:00",25.251013,86.989001,PM10,31,159,102
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","13-12-2025 20:00:00",25.265194,87.012947,PM2.5,15,193,102
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","13-12-2025 20:00:00",25.265194,87.012947,NH3,7,14,10
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","13-12-2025 20:00:00",25.265194,87.012947,CO,50,101,73
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","13-12-2025 20:00:00",25.204762,85.514960,PM2.5,60,356,207
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","13-12-2025 20:00:00",25.204762,85.514960,PM10,48,209,117
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","13-12-2025 20:00:00",25.204762,85.514960,CO,2,114,15
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","13-12-2025 20:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","13-12-2025 20:00:00",25.560083,87.553265,CO,38,72,51
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","13-12-2025 20:00:00",25.560083,87.553265,OZONE,4,7,6
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","13-12-2025 20:00:00",26.0881305,87.93840336,NO2,9,13,11
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","13-12-2025 20:00:00",27.308328,84.531742,PM10,39,149,75
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","13-12-2025 20:00:00",27.308328,84.531742,CO,31,33,32
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","13-12-2025 20:00:00",27.103358,93.679645,CO,7,62,23
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","13-12-2025 20:00:00",27.103358,93.679645,OZONE,5,6,6
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","13-12-2025 20:00:00",26.071318,91.87488,PM2.5,114,319,173
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","13-12-2025 20:00:00",26.071318,91.87488,PM10,81,154,101
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","13-12-2025 20:00:00",26.071318,91.87488,SO2,5,12,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","13-12-2025 20:00:00",26.146529,87.454184,CO,4,47,23
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","13-12-2025 20:00:00",25.5626095,84.663264,NH3,1,1,1
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","13-12-2025 20:00:00",25.5626095,84.663264,SO2,8,10,10
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","13-12-2025 20:00:00",24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","13-12-2025 20:00:00",24.75746,84.366208,NO2,7,8,8
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","13-12-2025 20:00:00",16.5150833,80.5181667,OZONE,1,64,45
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","13-12-2025 20:00:00",13.204880,79.097889,PM10,21,450,127
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","13-12-2025 20:00:00",13.204880,79.097889,CO,21,57,27
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","13-12-2025 20:00:00",14.465052,78.824187,PM10,32,136,77
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","13-12-2025 20:00:00",26.349082,92.68449,NO2,1,2,1
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","13-12-2025 20:00:00",26.349082,92.68449,OZONE,8,11,9
India,Assam,Silchar,"Tarapur, Silchar - PCBA","13-12-2025 20:00:00",24.82827,92.79525,NO2,17,21,19
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","13-12-2025 20:00:00",26.987634,94.636574,NH3,4,19,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","13-12-2025 20:00:00",25.567520,83.966379,SO2,5,10,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","13-12-2025 20:00:00",24.792403,84.992416,NH3,4,6,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","13-12-2025 20:00:00",24.792403,84.992416,SO2,15,18,16
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","13-12-2025 20:00:00",24.762518,84.982348,NH3,3,4,3
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","13-12-2025 20:00:00",16.509717,80.612222,NO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","13-12-2025 20:00:00",16.554731,80.649110,PM10,47,58,50
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","13-12-2025 20:00:00",16.554731,80.649110,SO2,13,17,15
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","13-12-2025 20:00:00",11.654054,92.734055,PM2.5,26,38,29
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","13-12-2025 20:00:00",26.1403345,85.3650192,NH3,1,1,1
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","13-12-2025 20:00:00",26.1403345,85.3650192,CO,43,68,65
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","13-12-2025 20:00:00",26.1209,85.3647,SO2,5,6,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","13-12-2025 20:00:00",25.592539,85.227158,CO,62,190,92
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","13-12-2025 20:00:00",25.610369,85.132568,NO2,1,19,12
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","13-12-2025 20:00:00",25.610369,85.132568,SO2,1,31,18
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","13-12-2025 20:00:00",25.610369,85.132568,OZONE,28,31,29
India,Bihar,Patna,"Muradpur, Patna - BSPCB","13-12-2025 20:00:00",25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","13-12-2025 20:00:00",25.599486,85.113666,CO,7,126,60
India,Bihar,Patna,"Samanpura, Patna - BSPCB","13-12-2025 20:00:00",25.596727,85.085624,CO,14,156,92
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","13-12-2025 20:00:00",25.366336,87.117468,OZONE,19,28,23
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","13-12-2025 20:00:00",21.194815,81.314770,PM2.5,16,46,28
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","13-12-2025 20:00:00",21.194815,81.314770,SO2,5,60,18
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","13-12-2025 20:00:00",21.185571,81.343175,CO,21,22,21
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","13-12-2025 20:00:00",22.08815,82.13737,NO2,19,71,29
India,Bihar,Munger,"Town Hall, Munger - BSPCB","13-12-2025 20:00:00",25.376776,86.471523,PM10,43,161,113
India,Bihar,Munger,"Town Hall, Munger - BSPCB","13-12-2025 20:00:00",25.376776,86.471523,CO,12,48,29
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","13-12-2025 20:00:00",26.1403345,85.3650192,PM2.5,92,117,108
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","13-12-2025 20:00:00",30.751462,76.762879,SO2,7,12,9
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","13-12-2025 20:00:00",30.751462,76.762879,CO,55,111,68
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","13-12-2025 20:00:00",30.719859,76.738637,PM10,55,183,102
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","13-12-2025 20:00:00",25.03280,85.41948,NO2,8,10,9
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","13-12-2025 20:00:00",25.859655,85.77944,OZONE,8,9,8
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","13-12-2025 20:00:00",26.63086,84.90051,PM2.5,25,200,83
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","13-12-2025 20:00:00",26.2271665,84.3570427,CO,27,30,29
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","13-12-2025 20:00:00",26.63086,84.90051,NH3,3,3,3
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","13-12-2025 20:00:00",22.08815,82.13737,CO,16,107,30
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","13-12-2025 20:00:00",22.118125,83.140608,NO2,8,25,12
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","13-12-2025 20:00:00",22.118125,83.140608,NH3,5,5,5
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","13-12-2025 20:00:00",22.368195,82.746431,PM2.5,49,86,51
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","13-12-2025 20:00:00",22.368195,82.746431,SO2,10,16,14
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","13-12-2025 20:00:00",22.348441,82.549611,NO2,16,31,26
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","13-12-2025 20:00:00",22.348441,82.549611,SO2,3,29,12
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","13-12-2025 20:00:00",22.126650,83.483212,CO,15,42,23
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","13-12-2025 20:00:00",28.5627763,77.1180053,OZONE,5,105,58
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","13-12-2025 20:00:00",28.6811736,77.3025234,PM2.5,47,500,251
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","13-12-2025 20:00:00",28.6811736,77.3025234,SO2,12,26,18
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","13-12-2025 20:00:00",28.542460,77.191651,PM10,167,445,324
India,Delhi,Delhi,"ITO, Delhi - CPCB","13-12-2025 20:00:00",28.628624,77.241060,OZONE,13,18,16
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","13-12-2025 20:00:00",28.732820,77.170633,PM10,432,500,461
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","13-12-2025 20:00:00",28.732820,77.170633,SO2,1,36,20
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","13-12-2025 20:00:00",28.656756,77.227234,CO,56,132,81
India,Delhi,Delhi,"DTU, Delhi - CPCB","13-12-2025 20:00:00",28.7500499,77.1112615,PM2.5,463,500,492
India,Delhi,Delhi,"DTU, Delhi - CPCB","13-12-2025 20:00:00",28.7500499,77.1112615,SO2,32,38,35
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","13-12-2025 20:00:00",28.498571,77.264840,NO2,46,172,117
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","13-12-2025 20:00:00",28.498571,77.264840,OZONE,6,159,81
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","13-12-2025 20:00:00",28.5710274,77.0719006,SO2,25,39,31
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","13-12-2025 20:00:00",22.06631475,83.33820077,PM10,67,146,100
India,Delhi,Delhi,"Alipur, Delhi - DPCC","13-12-2025 20:00:00",28.815329,77.153010,NH3,8,11,9
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","13-12-2025 20:00:00",28.647622,77.3158090,PM2.5,460,500,490
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","13-12-2025 20:00:00",28.647622,77.3158090,SO2,8,23,16
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","13-12-2025 20:00:00",28.695381,77.181665,SO2,2,30,16
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","13-12-2025 20:00:00",21.219665,81.630094,PM10,41,286,135
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","13-12-2025 20:00:00",21.219665,81.630094,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","13-12-2025 20:00:00",21.219665,81.630094,CO,76,126,86
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","13-12-2025 20:00:00",21.237755,81.705301,SO2,6,9,7
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","13-12-2025 20:00:00",21.371751,81.664929,PM10,NA,NA,NA
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","13-12-2025 20:00:00",28.580280,77.233829,NH3,4,5,5
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","13-12-2025 20:00:00",28.588333,77.221667,PM10,NA,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","13-12-2025 20:00:00",28.5918245,77.2273074,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","13-12-2025 20:00:00",28.611281,77.237738,SO2,10,50,18
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","13-12-2025 20:00:00",28.636429,77.201067,CO,18,123,111
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","13-12-2025 20:00:00",28.636429,77.201067,OZONE,7,80,43
India,Delhi,Delhi,"Mundka, Delhi - DPCC","13-12-2025 20:00:00",28.684678,77.076574,CO,44,136,79
India,Delhi,Delhi,"Mundka, Delhi - DPCC","13-12-2025 20:00:00",28.684678,77.076574,OZONE,3,163,85
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","13-12-2025 20:00:00",28.570173,76.933762,SO2,9,53,25
India,Delhi,Delhi,"Bawana, Delhi - DPCC","13-12-2025 20:00:00",28.776200,77.051074,OZONE,4,119,60
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","13-12-2025 20:00:00",28.5512005,77.2735737,NO2,18,145,45
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","13-12-2025 20:00:00",21.613267,73.010555,SO2,42,43,42
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","13-12-2025 20:00:00",21.613267,73.010555,OZONE,58,62,59
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","13-12-2025 20:00:00",23.243639,72.68994,PM2.5,51,133,95
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","13-12-2025 20:00:00",23.243639,72.68994,PM10,58,133,101
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","13-12-2025 20:00:00",23.221714,72.654328,PM2.5,43,287,104
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","13-12-2025 20:00:00",23.221714,72.654328,CO,23,52,34
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","13-12-2025 20:00:00",23.221714,72.654328,OZONE,3,67,45
India,Gujarat,Surat,"Science Center, Surat - SMC","13-12-2025 20:00:00",21.170046,72.795405,NO2,1,144,13
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","13-12-2025 20:00:00",20.362421,72.918013,NH3,4,6,5
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","13-12-2025 20:00:00",23.041137,72.456691,PM10,101,198,155
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","13-12-2025 20:00:00",23.041137,72.456691,NO2,27,72,48
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","13-12-2025 20:00:00",23.023389,72.515201,PM10,69,113,93
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","13-12-2025 20:00:00",23.076793,72.627874,PM2.5,32,100,66
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","13-12-2025 20:00:00",23.076793,72.627874,PM10,100,188,130
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","13-12-2025 20:00:00",23.076793,72.627874,NH3,3,9,4
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","13-12-2025 20:00:00",23.076793,72.627874,CO,6,103,27
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","13-12-2025 20:00:00",21.613267,73.010555,NH3,7,7,7
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","13-12-2025 20:00:00",22.977134,72.553024,SO2,1,52,27
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","13-12-2025 20:00:00",23.002657,72.591912,PM2.5,34,158,94
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","13-12-2025 20:00:00",23.020509,72.579261,PM10,113,196,150
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","13-12-2025 20:00:00",23.020509,72.579261,CO,2,82,20
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","13-12-2025 20:00:00",23.016834,72.625775,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","13-12-2025 20:00:00",23.016834,72.625775,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","13-12-2025 20:00:00",23.041137,72.456691,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Rohini, Delhi - DPCC","13-12-2025 20:00:00",28.732528,77.119920,OZONE,6,135,79
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","13-12-2025 20:00:00",28.6514781,77.1473105,PM10,284,500,441
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","13-12-2025 20:00:00",28.5504249,77.2159377,NH3,10,11,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","13-12-2025 20:00:00",28.531346,77.190156,NO2,4,107,39
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","13-12-2025 20:00:00",28.570173,76.933762,CO,55,110,84
India,Delhi,Delhi,"Narela, Delhi - DPCC","13-12-2025 20:00:00",28.822836,77.101981,PM10,417,500,454
India,Delhi,Delhi,"Narela, Delhi - DPCC","13-12-2025 20:00:00",28.822836,77.101981,NO2,35,91,62
India,Delhi,Delhi,"Narela, Delhi - DPCC","13-12-2025 20:00:00",28.822836,77.101981,NH3,8,12,10
India,Delhi,Delhi,"Narela, Delhi - DPCC","13-12-2025 20:00:00",28.822836,77.101981,OZONE,4,139,75
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","13-12-2025 20:00:00",28.6573814,77.1585447,OZONE,15,307,138
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","13-12-2025 20:00:00",28.530785,77.271255,SO2,15,45,29
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","13-12-2025 20:00:00",28.623763,77.287209,SO2,4,13,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","13-12-2025 20:00:00",28.672342,77.315260,NH3,14,21,17
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","13-12-2025 20:00:00",28.672342,77.315260,SO2,7,27,14
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","13-12-2025 20:00:00",28.699793,77.165453,PM10,416,500,483
India,Delhi,Delhi,"Pusa, Delhi - IMD","13-12-2025 20:00:00",28.636110,77.173332,NO2,32,269,94
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","13-12-2025 20:00:00",28.563262,77.186937,PM2.5,388,500,456
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","13-12-2025 20:00:00",28.563262,77.186937,NH3,8,13,10
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","13-12-2025 20:00:00",22.969611,72.643500,PM2.5,34,234,116
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","13-12-2025 20:00:00",22.969611,72.643500,SO2,5,17,11
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","13-12-2025 20:00:00",29.966942,76.875879,NO2,17,21,19
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","13-12-2025 20:00:00",29.966942,76.875879,SO2,2,21,7
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","13-12-2025 20:00:00",27.9002,76.9938,NO2,20,24,22
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","13-12-2025 20:00:00",27.9002,76.9938,SO2,30,37,34
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","13-12-2025 20:00:00",27.9002,76.9938,OZONE,22,31,27
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","13-12-2025 20:00:00",28.360699,76.936090,NO2,55,85,60
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","13-12-2025 20:00:00",28.360699,76.936090,SO2,6,19,13
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","13-12-2025 20:00:00",28.060249,76.113115,PM2.5,171,308,217
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","13-12-2025 20:00:00",28.060249,76.113115,SO2,6,7,6
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","13-12-2025 20:00:00",28.060249,76.113115,CO,18,74,23
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","13-12-2025 20:00:00",28.4501238,77.0263051,PM2.5,286,308,295
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","13-12-2025 20:00:00",28.4501238,77.0263051,PM10,144,158,148
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","13-12-2025 20:00:00",28.4501238,77.0263051,SO2,2,7,5
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","13-12-2025 20:00:00",29.140560,75.744941,PM2.5,37,77,52
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","13-12-2025 20:00:00",29.140560,75.744941,PM10,132,189,157
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","13-12-2025 20:00:00",29.140560,75.744941,NH3,7,8,8
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","13-12-2025 20:00:00",29.8006,76.4155,PM10,162,293,208
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","13-12-2025 20:00:00",29.695300,77.002700,NO2,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","13-12-2025 20:00:00",29.695300,77.002700,NH3,6,6,6
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","13-12-2025 20:00:00",28.4417,77.3217,NO2,35,39,37
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","13-12-2025 20:00:00",29.503664,75.467934,PM2.5,147,315,241
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","13-12-2025 20:00:00",29.503664,75.467934,PM10,132,230,173
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","13-12-2025 20:00:00",29.503664,75.467934,NH3,13,15,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","13-12-2025 20:00:00",29.503664,75.467934,OZONE,15,18,17
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","13-12-2025 20:00:00",28.422681,77.148944,CO,40,102,68
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","13-12-2025 20:00:00",28.4227,77.0667,NO2,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","13-12-2025 20:00:00",28.4275,77.1465,NO2,37,76,53
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","13-12-2025 20:00:00",29.432304,76.972765,NH3,2,3,2
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","13-12-2025 20:00:00",29.432304,76.972765,OZONE,30,30,30
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","13-12-2025 20:00:00",28.52123,76.37138,PM2.5,215,500,307
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","13-12-2025 20:00:00",29.027200,77.062100,SO2,6,11,8
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","13-12-2025 20:00:00",29.027200,77.062100,CO,55,90,83
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","13-12-2025 20:00:00",29.027200,77.062100,OZONE,25,26,26
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","13-12-2025 20:00:00",30.1480566,77.2893471,NO2,11,21,16
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","13-12-2025 20:00:00",28.1485564,77.3320667,PM10,110,190,150
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","13-12-2025 20:00:00",28.1485564,77.3320667,NH3,8,9,9
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","13-12-2025 20:00:00",28.3153,76.9143,NO2,1,18,6
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","13-12-2025 20:00:00",28.3153,76.9143,SO2,2,21,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","13-12-2025 20:00:00",30.7057778,76.8531805555555,NO2,24,26,25
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","13-12-2025 20:00:00",29.432304,76.972765,PM2.5,98,275,201
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","13-12-2025 20:00:00",28.3419248,77.319699,PM2.5,310,366,351
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","13-12-2025 20:00:00",28.3419248,77.319699,OZONE,15,15,15
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","13-12-2025 20:00:00",28.806223,76.141105,PM10,78,296,106
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","13-12-2025 20:00:00",28.806223,76.141105,CO,6,14,11
